abstract,label
" Medication use is a potentially modifiable risk factor for falling; psychotropic and cardiovascular drugs have been indicated as main drug groups that increase fall risk. However, evidence is mainly based on studies that recorded falls retrospectively and/or did not determine medication use at the time of the fall. Therefore, we investigated the associations indicated in the literature between medication use and falls, using prospectively recorded falls and medication use determined at the time of the fall.",non-battery
"The spinel LiMn1.94MO4 (M = Mn0.06, Mg0.06, Si0.06, (Mg0.03Si0.03)) compounds are successfully synthesized by citric acid-assisted sol??gel method. The crystal structures and morphologies of synthesized compounds are characterized by X-ray diffraction (XRD), scanning electron microscopy (SEM) and transmission electron microscopy (TEM), respectively. All the compounds possess the cubic spinel structure of LiMn2O4 with space group of Fd-3m. The electrochemical properties of synthesized compounds are investigated by galvanostatic charge-discharge test, cyclic voltammetry (CV) and electrochemical impedance spectroscopy (EIS). The results show that the Si-doping can increase the discharge capacity of LiMn2O4 due to the more expanded and regular MnO6 octahedra. In particular, for the LiMn1.94Mg0.03Si0.03O4 compound, the addition of Si4+ ions can make up for the shortage of Mg-doping in term of the discharge capacity. As a result, the Mg2+ and Si4+ co-doping has the effect of synergistic enhancement, which can make full use of the respective advantages of Mg-doping and Si-doping. The optimal LiMn1.94Mg0.03Si0.03O4 can deliver the initial discharge capacity of 128.3 mAh g???1 with good capacity retention of 92.8% after 100 cycles at 0.5 C in the voltage range of 3.20??4.35 V. Compared with the undoped LiMn2O4, the co-doped compound also presents superior rate performance, especially the capacity recovery performance.",battery
"Energy harvesting and storage devices, including lithium-ion batteries (LIBs), supercapacitors (SCs), nanogenerators (NGs), biofuel cells (BFCs), photodetectors (PDs), and solar cells, play a vital role in human daily life due to the possibility of replacing conventional energy from fossil fuels. However, these isolated devices only have limited performance and/or sole applicability, and cannot provide enough energy for application with long-term run and the ever-changing working positions. This suggests that it is urgent to develop the fine self-powered systems to meet the growing demand of energy for long-term use in different environment scenes. Developing integrated power pack, combining energy harvesting and storage, is an effective path to obtain a small size, light weight, high density and high reliability energy system. In this review, eight types of multifunctional integrated devices, such as LIB&SC, LIB&NG, BFC&NG, PD&BFC, SC&PD, SC&solar cells, NG&SC&solar cell, and LIB&solar cells, for energy harvesting and storage are reviewed in a broad sense, and a comprehensive summary of the recent development trends and highlights in the integrated device fields is given. Finally, the challenges and future outlooks for their successful commercialization are featured based on the recent advances and important findings.",battery
"In an endeavour to improve not only the thermal shrinkage but also the electrochemical performance of separators in lithium-ion batteries, a novel composite separator is developed, i.e., a close-packed SiO2/poly(methyl methacrylate) (PMMA) binary nanoparticles-coated polyethylene (PE) separator. The introduction of SiO2 nanoparticles to the coating layer effectively suppresses thermal shrinkage of the composite separator. In contrast to a SiO2/PMMA coating layer having a film-shaped PMMA binder, the SiO2/PMMA binary nanoparticle coating layer employs PMMA particles as a binder. As a consequence, a highly porous structure, i.e., well-connected interstitial voids, is formed between the binary SiO2 and PMMA nanoparticles. The unique porous morphology allows favourable liquid electrolyte wettability and facile ionic conduction, which play a crucial role in improving cell performance such as the discharge capacity and the C-rate capability of the composite separator.",battery
"The use of latent heat thermal energy storage for thermally buffering vehicle systems is reviewed. Vehicle systems with transient thermal profiles are classified according to operating temperatures in the range of 0??800??C. Thermal conditions of those applications are examined relative to their impact on thermal buffer requirements, and prior phase change thermal enhancement studies for these applications are discussed. In addition a comprehensive overview of phase change materials covering the relevant operating range is given, including selection criteria and a detailed list of over 700 candidate materials from a number of material classes. Promising material candidates are identified for each vehicle system based on system temperature, specific and volumetric latent heat, and thermal conductivity. Based on the results of previous thermal load leveling efforts, there is the potential for making significant improvements in both emissions reduction and overall energy efficiency by further exploration of PCM thermal buffering on vehicles. Recommendations are made for further material characterization, with focus on the need for improved data for metallic and solid-state phase change materials for high energy density applications.",battery
"In order to develop the new anode materials for Al/air batteries, electrochemical properties of pure aluminium (99.999??%), technical grade aluminium (99.8??%) and the alloys with indium and tin, i.e. Al??0.1??% In, Al??0.2??% Sn and Al??0.1??% In??0.2??% Sn have been investigated in 2??mol??dm???3 NaCl solution. The aluminium materials were polarized anodically in the range 20??100??mA??cm???2 for a 30??min period. During the anodic polarization variation in potential was recorded as a function of time and the simultaneous hydrogen evolution was measured. The rate of hydrogen evolution reaction was found to increase with increasing anodic polarization which is characteristic of the negative difference effect. The additional information concerning the corrosion behaviour of the tested materials was provided by light microscope imaging. The results show that the examined technical grade aluminium alloys could serve as suitable anodes for Al/air batteries containing sodium chloride electrolyte; with Al??In exhibiting the most remarkable characteristics. The addition of In as alloying component to aluminium reduces electrode polarization, decreases hydrogen evolution rate and increases the anode efficiency.",battery
"Potassium-ion batteries (KIBs) have attracted intensive attention in recent years due to the resource-abundance and low cost of potassium. Here, for the first time, SnO 2 nanosheets grown on stainless steel mesh (SnO 2 /SSM) were used as a novel binder free anode for KIBs. A high capacity of 351mAhg???1 is achieved after 100cycles at current density of 50mAg???1. Even more, a high capacity of 128mAhg???1 can be obtained at 1000mAg???1 after 200cycles. These good electrochemical performances are mainly due to the large surface area of SnO 2 nanosheets and the roles of current collector and stable conductive skeleton SSM played.",battery
"The reduction of oxygen was studied in 0.1M KCl at 70??C using the rotating disk electrode (RDE) technique on platinum and electrodeposited ZnO thin film electrodes deposited on platinum substrates. In the absence of Zn2+ ions in solution, a Tafel slope of 139mVdec???1 was obtained, a value close to that measured on bare platinum electrode (133mVdec???1) and ascribed to the limitation of the reaction rate by the first electron transfer. The main difference between the noble metal and the oxide electrode was a shift of the curves towards more negative potentials. In the presence of Zn2+ ions, the current density decreased significantly and the Tafel slope was measured at 282mVdec???1 showing that the electrode was partially blocked by zinc oxide formation reaction intermediates.",battery
"Application of municipal solid waste and sewage sludge to supplement soil is an age-old agronomic practice due to its rich organic contents. These soil-supplements also contain significant amount of non-essential heavy metals, posing threat to crop yield and human health. The present study aims to compare the phytotoxicity of the heavy metals and potential dietary toxicity of some selected vegetables grown in soil supplemented with municipal solid waste and sewage sludge. To assess the phytotoxicity of the supplements, plants were grown in three different sets; (1) Hoagland??s nutrient media [as control] (2) municipal solid waste and (3) sewage sludge soil mix. To study the phytotoxic markers, photosynthetic pigments, proline, protein content and antioxidant enzyme activities were measured and metal content of the vegetables were measured to estimate the potential dietary toxicity. It was observed from the study that vegetables grown in supplemented soils showed reduced chlorophyll and protein content while carotenoid, proline and antioxidative enzymes showed enhanced activity. In both the supplemented soil, it was observed that cadmium was present above the maximum allowable limits, amount of lead was marginal and that of chromium was below the level. It was observed that the two leafy vegetables, i.e., Lagenaria sp. and Cucurbita sp. accumulated more lead in their aerial parts, Lagenaria grown in sewage sludge supplemented soil also accumulated significant amount of cadmium in the aerial parts. Edible parts of Raphanus and maize grains also accumulated considerable amount of cadmium, which were above the value of daily tolerable limits.
",non-battery
"The growing concern about the environment, associated with the continuous increase in the production of electronic equipment, such as computers, cell phones, mobile devices and consequently batteries, has induced research to develop new technologies to recycle the huge numbers of spent batteries generated in the last few years. The amount of spent NiMH batteries will tend to grow continually over the next few years. These batteries have in their chemical composition, valuable metals such as Ni, Co and rare earths. In the first stage of this work a characterization of NiMH batteries was done. Batteries from different brands and models were disembled and their components were characterized in relation to their chemical composition and main phases. In a second stage of this work, a sample of spent NiMH batteries was milled and the polymeric and metallic fractions were magnetically separated. The results obtained demonstrate that the recycling study, aimed at the recovery of Ni, Co and rare earths, is viable due to the great amount of these metals that are present batteries. It also demonstrates that magnetic separation is a very efficient process to recovery nickel alloys. However the effects of cadmium contamination (originating from fake batteries) will cause the recycling processes to be re-evaluated.",battery
"Carbon aerogel, carbon black and graphite were used to analyze the influence of conductive filler on the impedance behaviors of activated carbon based electric double layer capacitors (EDLCs). According to the electrochemical impedance spectrum (EIS) data, a new equivalent circuit model was proposed involving the kinetic characteristics of ion diffusion, furthermore, Marquardt fit procedure was applied to the EIS data to obtain the model parameter values. The results indicated that carbon aerogel could significantly decrease the resistance of EDLCs by increasing the diffusion coefficient of ions within electrodes and decreasing the interface resistance because of its suitable particle size, mesoporous structures and finely-branched particle performance.",battery
"The electrochemical behavior and the electrodeposition of dysprosium (Dy) in phosphonium-cation-based ionic liquid were investigated in this study. A new group of the room-temperature ionic liquids (RTILs) based on phosphonium cations with bis(trifluoromethylsulfonyl)amide anions was applied as novel electrolytic solutions. The cyclic voltammetric measurements resulted in one step reduction of the trivalent dysprosium ion in phosphonium-cation-based ionic liquid. On the other hand, no anodic peak ascribed to the oxidation of dysprosium metal was observed in this electroanalytical study. The diffusion coefficient and the activation energy for diffusion of the trivalent Dy complex in IL were estimated using semi-integral analysis, because it is important to analyze the diffusion properties to recover Dy through electrowinning methods. The diffusion coefficient of Dy(III) which was calculated to be 2.0??????10???12??m2??s???1 at 25????C, closed to that of the trivalent lanthanoid ion such as Eu(III) and Sm(III) in phosphonium-cation-based ionic liquid. In addition, the activation energy for diffusion was estimated to be 65??kJ??mol???1 (0.5??M) and 49??kJ??mol???1 (0.075??M). The estimated activation energy for diffusion was affected by the concentration of the electrolytic solution, since the RTILs had relatively strong electrostatic interactions between the metal cations and the solvent anions. Furthermore, the electrodeposition of Dy in phosphonium-cation-based IL was carried out using a two-electrode system constructed with a copper plate cathode and dysprosium metal anode. Energy dispersive X-ray analysis of electrodeposits showed a sharply peaked spectrum corresponding to the characteristic X-ray lines of Dy. In addition, the obtained Dy, with the exception of the surface layer, was confirmed to be in the metallic electronic state by X-ray photoelectron spectroscopy.",battery
"Hydrogen injection into and extraction from hydride-forming electrodes has been routinely investigated under the assumption that the electrode is homogeneous in structure and hydrogen transport through such electrodes is purely controlled by hydrogen diffusion. However, various kinds of abnormal behaviours in hydrogen transport, which could hardly be explained in terms of the diffusion-control model, have been quite frequently reported by many researchers. This review provides a comprehensive survey of the anomalous behaviours of hydrogen transport observed in such hydride-forming electrodes as Pd and metal-hydrides, with particular emphasis on hydrogen extraction under the impermeable boundary conditions during the potentiostatic current transient measurement involving the potential stepping. After a brief discourse on the conventional diffusion-control model, the topics related to the boundary conditions at the electrode surface during hydrogen extraction are extensively reviewed. In particular, it is shown that the diffusion-controlled constraint should be no longer valid at the electrode surface for hydrogen extraction in case hydrogen diffusion is influenced by either the interfacial charge transfer reaction or the hydrogen transfer reaction between adsorbed state on the electrode surface and absorbed state at the electrode sub-surface. Subsequently, the atypical behaviours of current transient due to hydrogen diffusion in the presence of traps and in the coexistence of two hydride phases are treated in detail. Each of the hydrogen extraction models suggested is discussed with the aid of the anodic current transients numerically calculated based upon the theoretical electrode potential curve, and then it is exemplified by hydrogen extraction from Pd and metal-hydrides in aqueous solutions.",battery
A highly porous three-dimensional Ni??Sn alloy foam is fabricated by electro-deposition accompanied by hydrogen evolution reaction. This foam can evolve into porous and dendritic metal alloy structures. These Sn-based electrodes have been evaluated for use as anodes in lithium-ion batteries. Dendritic Ni50Sn50 alloy foam exhibits high electrochemical capacity and excellent cycle stability during charge??discharge processes. The nickel in a Ni??Sn alloy does not break off during the volume expansion/contraction sequence in battery operation cycles and supports the Sn remaining on the anodes. The voids in the tube-like porous Ni??Sn morphology enhance the mass transfer of Li+ ions and act as mechanical bumpers during the charge??discharge processes.,battery
"European national, regional, and local authorities have started to take action to make public bus transport services more effective and less polluting. Some see the possibility to move beyond a narrow focus on efficiency or carbon dioxide reductions towards an integrated sustainability perspective. This paper uses this perspective to build and test a new assessment approach that should enhance decisions on bus transport powertrains and energy carriers for Swedish medium-sized cities. The study suggests that a superiority of electric powertrains is revealed if a traditional economic analysis is integrated with a strategic sustainability perspective.",non-battery
"ABSTRACT Polymer electrolytes (PEs) have served as the focus of intensive research as new ion-conducting materials, especially for lithium battery applications. A new strategy to develop fast lithium-conducting PEs is reported here. The thermal, ionic transport, and electrochemical properties of polymer solutions in a glyme-Li salt solvate ionic liquid, [Li(G4)1][TFSA], composed of an equimolar mixture of lithium bis(trifluoromethanesulfonyl) amide (Li[TFSA]) and tetraglyme (G4), were characterized. Poly(ethylene oxide) (PEO), poly(methyl methacrylate) (PMMA), and poly(butyl acrylate) (PBA) were combined with [Li(G4)1][TFSA] in order to explore the effects of polymer structure on the properties. The self-diffusion coefficient ratio of the glyme and Li+ ions (D G/D Li) was investigated to evaluate the stability of the complex (solvate) cations. The D G/D Li values suggested that the [Li(G4)1]+ complex cations underwent a ligand exchange reaction between G4 and PEO in the PEO-based solution, whereas the cations remained stable (D G/D Li =1) in the PMMA- and PBA-based solutions. The robustness of the [Li(G4)1]+ complex cations in the PMMA- and PBA-based solutions was reflected in high weight-loss temperature, greater Li transference number, and high oxidative stability. Owing to the lower glass transition temperature and low affinity towards Li+ ions, the PBA-based solutions yielded superior lithium transport properties (ionic conductivity of 10???4???10???3 Scm???1 and Li transference number as high as 0.5) among the investigated polymer solutions.",battery
"Layered Li1+x Ni0.30Co0.30Mn0.40O2 (x =0, 0.05, 0.10, 0.15) materials have been synthesized using citric acid assisted sol??gel method. The materials with excess lithium showed distinct differences in the structure and the charge and discharge characteristics. The rate capability tests were performed and compared on Li1+x Ni0.30Co0.30Mn0.40O2 (x =0, 0.05, 0.10, 0.15) cathode materials. Among these materials, Li1.10Ni0.30Co0.30Mn0.40O2 cathode demonstrated higher discharge capacity than that of the other cathodes. Upon extended cycling at 1C and 8C, Li1.10Ni0.30Co0.30Mn0.40O2 showed better capacity retention when compared to other materials with different lithium content. Li1.10Ni0.30Co0.30Mn0.40O2 exhibited 93 and 90% capacity retention where as Li1.05Ni0.30Co0.30Mn0.40O2, Li1.15Ni0.30Co0.30Mn0.40O2, and Li1.00Ni0.30Co0.30Mn0.40O2 exhibited only 84, 71, and 63% (at 1C), and 79, 66 and 40% (at 10C) capacity retention, respectively, after 40 cycles. The enhanced high rate cycleability of Li1.10Ni0.30Co0.30Mn0.40O2 cathode is attributed to the improved structural stability due to the formation of appropriate amount of Li2MnO3-like domains in the transition metal layer and decreased Li/Ni disorder (i.e., Ni content in the Li layer).",battery
"We prepared synthetic porous carbons with a three-dimensional interconnected network of ultramicroporous particles; by adjusting the synthesis parameters the size of these particles was systematically varied from 13nm to 1.4??m. Cyclic voltammetry measurements using a cavity microelectrode (CME) were performed in different chloric aqueous electrolyte solutions. The CME allows for very fast measurements (up to 10V/s) of carbon powders without the need of a binder or conductivity additive. Therewith we were able to investigate the accessibility of the ultramicropores and kinetics of the electrochemical double-layer (EDL) charging as a function of particle, inter-particular pore, effective ion and micropore size. We found, that the alkaline cations K+, Na+, Li+ and the anion Cl??? can enter micropores down to a size of 0.4nm at slow charging rates independent of the particle size. However, the accessibility is decreased due to kinetic limitations for the cations Na+ and Li+ at higher scan rates, which was not observed for the smaller K+ ion. A simple model is presented, which explains the influence of the particle, inter-particular pore and micropore size on the kinetics of double-layer charging. This model suggests that first of all the carbon particle size is not a limiting factor for fast EDL charging as long as its size is smaller than a few hundred nanometers and secondly inter-particular pores with a size in the range of the particle size or larger are crucial for high-rate applications.",battery
"Past studies on the factor validity of the Trait subscale of the Spielberger??s State-Trait Anxiety Inventory (STAI-T) do unanimously agree on its structure. In fact, researchers are still debating whether the STAI-T is unidimensional or multidimensional. Our aim was to clarify what the STAI-T measures. The STAI-T, the Beck Depression Inventory??II, the Teate Depression Inventory, and the Beck Anxiety Inventory were administered to 1124 psychiatric outpatients and to 877 healthy subjects. A confirmatory factor analysis was performed in order to compare various models in the literature. The internal consistency and convergent and discriminant validity of the STAI-T as well as its factorial subscales were assessed. The one-construct two-method (i.e., the STAI-T measures one substantive anxiety construct plus artifacts due to negative??positive item polarity) and the bifactor (i.e., the STAI-T comprises two first-order specific factors [??Anxiety?? and ??Depression??] and one first-order general factor) models were the best-fitting solutions for the STAI??T in both the clinical and nonclinical samples. The STAI??T total score correlated more strongly with measures of depression than with a concurrent measure of anxiety. The STAI-T should be considered a measure of general negative affect, including specific aspects of cognitive anxiety and depression together.
",non-battery
"Li-rich layered oxide Li1.2Co0.13Ni0.13Mn0.54O2 has been successfully re-synthesized using the ascorbic acid leaching solution of spent lithium-ion batteries as the raw materials. A combination of oxalic acid co-precipitation, hydrothermal and calcination processes was applied to synthesize this material. For comparison, a fresh sample with the same composition has been also synthesized from the commercial raw materials using the same method. X-ray diffraction (XRD), scanning electron microscopy (SEM), X-ray photoelectron spectroscopy (XPS) and electrochemical measurements are carried out to characterize these samples. XRD results indicate that both samples have the layered ??-NaFeO2 structures with a space group of R 3 ?? m. No other crystalline phase was detected by XRD. The electrochemical results show that the re-synthesized and fresh-synthesized sample can deliver discharge capacities as high as 258.8 and 264.2 mAh g???1 at the first cycle, respectively. After 50 cycles, discharge capacities of 225.1 and 228 mAh g???1 can be obtained with capacity retention of 87.0 and 86.3%, respectively. This study suggests that the leaching solution from spent lithium ion batteries can be recycled to synthesize Li-rich cathode materials with good electrochemical performance.",battery
"Lithium-rich layered oxides (LLOs) are considered promising cathode materials for lithium-ion batteries because of their high reversible capacity, which is attributed to the exploitation of the novel anionic redox in addition to the conventional cationic redox process. Transition metal (TM) migration, which is known to be the main cause of the voltage decay in LLOs, is now understood to also be the critical factor triggering anionic redox, although this origin is still under debate. A better understanding of the specific TM migration behavior and its effect during charge/discharge would thus enable further development of this class of materials. Herein, we demonstrate that the unique TM migration during charge/discharge significantly alters the lithium diffusion mechanism/kinetics of LLO cathodes. We present clear evidence of the much more sluggish lithium diffusion occurring during discharge (lithiation) than during charge (de-lithiation), which contrasts with the traditional lithium diffusion model based on simple topotactic lithium intercalation/deintercalation in the layered framework. The reversible but asymmetric TM migration in the structure, which originates from the non-equivalent local environments around the TM during the charge and discharge processes, is shown to affect the lithium mobility. This correlation between TM migration and lithium mobility led us to propose a new lithium diffusion model for layered structures and suggests the importance of considering TM migration in designing new LLO cathode materials.
",battery
"The dispersion properties of carbon black (CB) slurries as well as the accompanying electrochemical properties of Li(Ni1/3Co1/3Mn1/3)O2 (NCM) electrodes were investigated by controlling the amine value of polyurethane-based dispersants. The increase in amine value of dispersants leads to an increase in adsorption level on CB surface due to a strong acid/base interaction between dispersants and CB particles, providing the improvement of steric repulsion between particles at the solid??liquid interface. This results in the enhancement of the dispersion stability of CB and the related microstructure of the electrodes. Electrochemical experiments indicated that the rate capabilities and cycle performance of the electrodes are in good agreement with dispersion properties of CB slurries. However, it was found that the excessive addition of the dispersant was deleterious to electrochemical properties because the non-adsorbed dispersants act as an electronic conduction barrier between solid phases. Therefore, it is suggested that the amine value of dispersant and tailored amount of dispersant addition can be key roles for obtaining the optimized dispersion stability of CB and the corresponding excellent electrochemical properties of the cathode.",battery
"Summary This paper explores households?? coping strategies in rural South Africa, where HIV/AIDS morbidity and mortality are having profound effects on household resources. Older women??s pensions play a potentially crucial role in multi-generational households during crises and for day-to-day subsistence. We conducted semi-structured interviews with 30 elderly women from the MRC/Wits Rural Public Health and Health Transitions Research Unit (Agincourt) fieldsite, who were eligible for the South African non-contributory pension. Although we stratified our sample by household mortality experience, the area??s high levels of migration, unemployment, and HIV/AIDS prevalence made our respondents?? pensions an important, regular, and reliable source of household-income regardless of their households?? mortality profile.",non-battery
"The level of functioning of individuals with autism spectrum disorder (ASD) varies widely. To better understand the neurobiological mechanism associated with high-functioning ASD, we studied the rare case of a female patient with an exceptional professional career in the highly competitive academic field of Mathematics. According to the Research Domain Criteria (RDoC) approach, which proposes to describe the basic dimensions of functioning by integrating different levels of information, we conducted four fMRI experiments targeting the (1) social processes domain (Theory of mind (ToM) and face matching), (2) positive valence domain (reward processing), and (3) cognitive domain (N-back). Patient??s data were compared to data of 14 healthy controls (HC). Additionally, we assessed the subjective experience of our case during the experiments. The patient showed increased response times during face matching and achieved a higher total gain in the Reward task, whereas her performance in N-back and ToM was similar to HC. Her brain function differed mainly in the positive valence and cognitive domains. During reward processing, she showed reduced activity in a left-hemispheric frontal network and cortical midline structures but increased connectivity within this network. During the working memory task patients?? brain activity and connectivity in left-hemispheric temporo-frontal regions were elevated. In the ToM task, activity in posterior cingulate cortex and temporo-parietal junction was reduced. We suggest that the high level of functioning in our patient is rather related to the effects in brain connectivity than to local cortical information processing and that subjective report provides a fruitful framework for interpretation.
",non-battery
"This paper reports the wireless Shape-Memory-Polymer actuator operated by external radio frequency magnetic fields and its application in a drug delivery device. The actuator is driven by a frequency-sensitive wireless resonant heater which is bonded directly to the Shape-Memory-Polymer and is activated only when the field frequency is tuned to the resonant frequency of heater. The heater is fabricated using a double-sided Cu-clad Polyimide with much simpler fabrication steps compared to previously reported methods. The actuation range of 140????m as the tip opening distance is achieved at device temperature 44????C in 30??s using 0.05??W RF power. A repeatability test shows that the actuator??s average maximum displacement is 110????m and standard deviation of 12????m. An experiment is conducted to demonstrate drug release with 5 ??L of an acidic solution loaded in the reservoir and the device is immersed in DI water. The actuator is successfully operated in water through wireless activation. The acidic solution is released and diffused in water with an average release rate of 0.172????L/min.
",non-battery
"Lithium-sulfur (Li-S) batteries have attracted extensive interest due to their higher theoretical energy density than the current commercial lithium-ion batteries. However, their practical application is largely hindered by the low sulfur utilization and poor cycling stability. Restraining the shuttle effect and enhancing the electrochemical kinetics are important for developing high-performance Li-S batteries. Here we use carbon nanofibers (CNFs) supported manganese dioxide (MnO2) composite as a bifunctional coating on sulfur cathode for anchoring polysulfides and accelerating their redox reactions simultaneously. The CNFs/MnO2 composite supplies fast paths for electron transfer and ion diffusion, and greatly promotes the transformation processes of polysulfides to Li2S/Li2S2, leading to an enhanced electrochemical kinetics. The diffusion coefficient of lithium ion has been increased by 560%. As a result, the CNFs/MnO2 composite covered electrode exhibits an excellent cycling stability, its specific capacity maintains at about 600 mAh g???1 at 1C after 400 cycles, corresponding to a capacity decay as low as 0.063% per cycle, and the average coulombic efficiency reaches up to 99.66%.",battery
"An accurate state of charge (SoC) estimation of a traction battery in hybrid electric non-road vehicles, which possess higher dynamics and power densities than on-road vehicles, requires a precise battery cell terminal voltage model. This paper presents a novel methodology for non-linear system identification of battery cells to obtain precise battery models. The methodology comprises the architecture of local model networks (LMN) and optimal model based design of experiments (DoE). Three main novelties are proposed: 1) Optimal model based DoE, which aims to high dynamically excite the battery cells at load ranges frequently used in operation. 2) The integration of corresponding inputs in the LMN to regard the non-linearities SoC, relaxation, hysteresis as well as temperature effects. 3) Enhancements to the local linear model tree (LOLIMOT) construction algorithm, to achieve a physical appropriate interpretation of the LMN. The framework is applicable for different battery cell chemistries and different temperatures, and is real time capable, which is shown on an industrial PC. The accuracy of the obtained non-linear battery model is demonstrated on cells with different chemistries and temperatures. The results show significant improvement due to optimal experiment design and integration of the battery non-linearities within the LMN structure.",battery
"Amorphous nitrogen-doped carbon nanosheets was synthesized through thermal decomposition of ethylenediaminetetraacetic acid manganese disodium salt hydrate (C10H12N2O8MnNa2???2H2O). The as-synthesized nitrogen-doped carbon nanosheets were characterized by X-ray diffraction, scanning electron microscopy, transition electron microscopy and X-ray photoelectron spectroscopy. The N content of the as-synthesized carbon nanosheets could reach as high as 11.77at.%, with an especially high total of 7.94at.% pyridinic N pluspyrrolic N. When tested as anode material for lithium ion batteries, the optimized carbon nanosheets exhibited high capacity, excellent rate capability, and stable cyclability over 600 cycles. The specific capacity was still as high as 465.8mAhg???1 at 0.5C after 600 cycles,with a capacity decay from the 2nd cycle of 0.05% per cycle over 599 cycles. The excellent performance of C-600 is attributed to a synergistic effect of high surface area, numerous nanopores, high thermal stability, and low charge transfer resistance.",battery
"Nanosized MnO2 powders were grown using a green synthesis based on citrates via redox reaction between KMnO4 and natural reducing agents, i.e. lemon juice and peel extracts, without generating hazardous waste. X-ray diffraction (XRD) and Raman studies show that the samples grow as cryptomelane polymorph, ??-MnO2, crystallized with the tetragonal cryptomelane structure. Both J-MnO2 prepared from lemon juice and P-MnO2 prepared from citrus peel consist of nanosized particles as observed by scanning electron microscopy (SEM) and transmission electron microscopy (TEM). Thermogravimetric analysis (TGA) confirms the typical thermal decomposition of MnO2 at temperatures of up to 500 ??C. Improved electrochemical properties are obtained and discussed for P-MnO2, with a reversible capacity that reaches 160 mAh g???1 (initial capacity of 212 mAh g???1) at a current density of 10 mA g???1 and a good rate capability.",battery
 An efficient one-pot method for the synthesis of organic disulfides from aryl and alkyl halides and potassium sulfide has been described. K2S acts as an inexpensive and readily available sulfur source. A variety of symmetric diaryl and dialkyl disulfides was prepared in good to excellent yields using NiCl2??6H2O and acetylacetone as the catalytic system.,non-battery
"Electrodeposited crystalline Cu2Sb thin films are studied to evaluate the use of these electrodes as model systems for studying Cu2Sb as a lithium ion battery anode material. The films have been characterized with an emphasis on determining the film quality and relating the structure, composition, and morphology to the resulting electrochemical and morphological transformations that occur during electrochemical lithiation and delithiation. It is shown that electrodeposition can produce high quality films that are devoid of major defects and can be used to provide mechanistic insight on the electrochemistry of reversible lithium alloying. The CuxSb films show that the fundamental reaction mechanism remains largely unchanged for copper concentrations of 1>x>3. For the first time we show that the copper concentration greatly affects critical criteria for anode materials such as the initial coulombic efficiency and reversible capacity of the electrode material. Voltage limit experiments show that an overpotential is required to remove trapped lithium states. Additional ex-situ experiments reveal that internal strain created during the lithiation process is relieved by buckling, greatly altering the film surface area and geometry, and resulting in the formation of cracks upon delithiation. This process is only semi-reversible, and strained areas remain visible even when discharged outside the voltage window of Cu2Sb determined by differential capacity plots. The results presented here indicate that these electroplated thin films are useful as analytical tools for showing pathways to improving the performance and fundamental understanding of alloy based lithium-ion battery anodes.",battery
"Two types of ultracapacitor modules have been developed for use as energy-storage devices for 42-V systems in automobiles. The modules show high performance and good reliability in terms of discharge and recharge capability, long-term endurance, and high energy and power. During a 42-V system simulation test of 6-kW power boosting/regenerative braking, the modules demonstrate very good performance. In high-power applications such as 42-V and hybrid vehicle systems, ultracapacitors have many merits compared with batteries, especially with respect to specific power at high rate, thermal stability, charge??discharge efficiency, and cycle-life. Ultracapacitors are also very safe, reliable and environmentally friendly. The cost of ultracapacitors is still high compared with batteries because of the low production scale, but is decreasing very rapidly. It is estimated that the cost of ultracapacitors will decrease to US$ 300 per 42-V module in the near future. Also, the maintenance cost of the ultracapacitor is nearly zero because of its high cycle-life. Therefore, the combined cost of the capacitor and maintenance will be lower than that of batteries in the near future. Overall, comparing performance, price and other parameters of ultracapacitors with batteries, ultracapacitors are the most likely candidate for energy-storage in 42-V systems.",battery
"We examined the stability of and cross-influences between externalizing behaviors and intervention engagement among children participating in a randomized clinical trial of an intervention for disruptive behavioral youth. Analyses also accounted for the influence of caregiver depression, family relationship quality, and sociodemographic factors (race, income) on the relationship between behaviors and intervention engagement. Analyses were based on 118 children participating in the Coping Power intervention. Composite variables were created to represent externalizing behaviors and intervention engagement constructs. Associations between these composite variables were examined over 24 treatment sessions. Findings indicated a regressive relationship among externalizing behaviors, i.e., baseline externalizing behaviors were positively associated with immediate follow-up behaviors. There were also dynamic relationships observed among engagement constructs. Notably, engagement with in-session activities during sessions 1??8 was positively associated with out-of-session activity engagement during the same treatment time period. Engagement with out-of-session activities during sessions 1??8 was positively associated with in-session activity engagement during sessions 9??16, indicating a complete mediation between early and middle in-session engagement through the mechanism of early out-of-session engagement. A crosslag relationship was observed: middle in-session engagement was negatively associated with externalizing behaviors at immediate follow-up. Finally, an interaction of race by income on immediate follow-up externalizing behaviors was observed, such that Black children??s externalizing behaviors remain static regardless of income level while White children??s behaviors decreased with higher income. Our findings support the contention that focusing on intervention engagement may be especially important in prevention interventions.
",non-battery
